s1	rid
S1-41757182	S2-603868058
S1-107646109	S2-41793657
S1-357290899	S2-358006078
S1-788065424	S2-794848868
S1-184286574	S2-851240544
S1-939656320	S2-823822663
S1-269230689	S2-290503676
S1-475067205	S2-951940727
S1-171085621	S2-27898229
S1-957841582	S2-638942883
S1-649449701	S2-924764358
S1-314390515	S2-267377258
S1-572347592	S2-965319363
S1-209793699	S2-135825268
S1-763646096	S2-60676
S1-377670890	S2-263392431
S1-191187202	S2-947986851
S1-299821538	S2-34127616
S1-675498275	S2-169755083
S1-534421406	S2-178567505
S1-585901549	S2-755492437
S1-108922842	S2-412264510
S1-500393167	S2-361780535
S1-89614018	S2-950324674
S1-921101779	S2-816999408
S1-847986243	S2-610190079
S1-136890042	S2-295816623
S1-12087477	S2-229031720
S1-182559304	S2-5768557
S1-606608234	S2-761449055
S1-762412123	S2-610284816
S1-17178155	S2-742290502
S1-293019821	S2-205682696
S1-690918009	S2-293200996
S1-982634661	S2-544365365
S1-172174300	S2-13287489
S1-424088273	S2-786966094
S1-899755264	S2-376036137
S1-627768052	S2-927830592
S1-395807167	S2-983173898
S1-806128376	S2-937110443
S1-495077065	S2-691791199
S1-161948310	S2-916218136
S1-594435254	S2-855134357
S1-585051667	S2-783612799
S1-430612091	S2-23219309
S1-82188237	S2-334002746
S1-506950536	S2-548885150
S1-930777812	S2-727142736
S1-233935995	S2-812650390
S1-179641994	S2-878629213
S1-694113867	S2-487007032
S1-275923313	S2-215219349
S1-586893478	S2-270678046
S1-94284606	S2-967685349
S1-588285114	S2-727642617
S1-778078928	S2-788548380
S1-698590262	S2-660819960
S1-594110780	S2-969871704
S1-731473702	S2-64102541
S1-645908885	S2-689045867
S1-676278263	S2-638457561
S1-535837960	S2-32004712
S1-185491285	S2-846806893
S1-558168273	S2-39678308
S1-939787676	S2-463130829
S1-155987983	S2-87306899
S1-553335657	S2-321773237
S1-384081994	S2-459755859
S1-833316276	S2-182262698
S1-519936657	S2-473524509
S1-959404446	S2-722965556
S1-267869998	S2-822446298
S1-66305891	S2-925883146
S1-118382233	S2-605437709
S1-851988027	S2-748966485
S1-626961545	S2-573248671
S1-577328213	S2-70034607
S1-16010586	S2-213061765
S1-990941651	S2-420997962
S1-550514269	S2-275005449
S1-339049878	S2-416935091
S1-244317208	S2-344082351
S1-864574514	S2-779782990
S1-12888605	S2-160002283
S1-869466215	S2-166554660
S1-456731410	S2-514089300
S1-278256642	S2-223358425
S1-396431652	S2-632094806
S1-215243422	S2-704511356
S1-307337143	S2-149760017
S1-581100845	S2-834357895
S1-887878986	S2-200298226
S1-511918676	S2-127517643
S1-761654927	S2-732794951
S1-890864797	S2-288820460
S1-799267183	S2-537088856
S1-903713693	S2-733276530
S1-882437014	S2-839138621
S1-275160243	S2-426585888
S1-160604911	S2-515848501
S1-455644019	S2-727701442
S1-561363033	S2-213192129
S1-741894899	S2-947069054
S1-465545257	S2-220259874
S1-75106480	S2-930321183
S1-551598826	S2-662743344
S1-629510625	S2-744936621
S1-994446134	S2-631805285
S1-303160181	S2-994005797
S1-139460636	S2-539657173
S1-609908603	S2-277519332
S1-965636940	S2-763109598
S1-573011203	S2-342069826
S1-705949902	S2-684961779
S1-707811226	S2-584334686
S1-203627457	S2-31536885
S1-54742268	S2-817940392
S1-608390358	S2-458707198
S1-536377402	S2-414081421
S1-615811947	S2-677267220
S1-573321298	S2-523344891
S1-146304058	S2-388222997
S1-905078286	S2-836716552
S1-50702675	S2-316141290
S1-507833926	S2-912473310
S1-118082662	S2-616659371
S1-837779515	S2-428132849
S1-313068797	S2-88772829
S1-435757738	S2-615901274
S1-538219687	S2-283161257
S1-927557537	S2-631238644
S1-335546649	S2-892687023
S1-365291743	S2-668682742
S1-312040904	S2-841592631
S1-516656082	S2-826619043
S1-722746142	S2-546333517
S1-929065765	S2-251840273
S1-543724042	S2-529072946
S1-624468152	S2-295164096
S1-675140621	S2-292771407
S1-949977551	S2-729208410
S1-614821918	S2-670773120
S1-432632763	S2-470353595
S1-846545134	S2-982103164
S1-233788893	S2-164027505
S1-779673108	S2-402134782
S1-392457753	S2-579634881
S1-712328058	S2-577387793
S1-871793645	S2-374622918
S1-14845957	S2-450523415
S1-810159617	S2-559378866
S1-680989336	S2-512358311
S1-11401103	S2-66722177
S1-764064958	S2-971448577
S1-6337645	S2-98480864
S1-573375554	S2-684725322
S1-766131002	S2-768658276
S1-989911937	S2-319786736
S1-583580358	S2-361702240
S1-599084660	S2-239731747
S1-652871698	S2-38035700
S1-277960533	S2-398324551
S1-970883287	S2-952491793
S1-736686994	S2-972838719
S1-237153904	S2-231328753
S1-489335989	S2-6331201
S1-7048571	S2-701326733
S1-283983622	S2-33786126
S1-492261546	S2-968339647
S1-906674329	S2-583676065
S1-279488094	S2-448832104
S1-985955927	S2-986422852
S1-706249691	S2-583239426
S1-136726468	S2-189205330
S1-610202976	S2-773717529
S1-175455581	S2-61622931
S1-705879565	S2-945972014
S1-570353536	S2-730069747
S1-694972047	S2-600258273
S1-996440059	S2-139043157
S1-374790959	S2-739718473
S1-717812009	S2-692850169
S1-420104937	S2-718855492
S1-126792600	S2-307074760
S1-727190614	S2-883509018
S1-36956037	S2-716367693
S1-335058807	S2-430909725
S1-118056788	S2-414629892
S1-877920768	S2-878867020
S1-566669546	S2-832886257
S1-890618776	S2-291885284
S1-802017375	S2-491512344
S1-631988407	S2-800240362
S1-527535347	S2-213588733
S1-170260589	S2-267744531
S1-280904854	S2-91233769
S1-378410029	S2-920513213
S1-566120016	S2-941122744
S1-185544257	S2-838836086
S1-763135047	S2-483259811
S1-61291902	S2-631117267
S1-444904680	S2-843053407
S1-895575216	S2-19819043
S1-819096773	S2-662338166
S1-802353709	S2-953549070
S1-719072031	S2-488046235
S1-573731272	S2-137377869
S1-237308727	S2-216051568
S1-765340150	S2-94657002
S1-937685778	S2-535738914
S1-308143633	S2-210581870
S1-779856891	S2-743848090
S1-482265395	S2-144287489
S1-49910317	S2-99259124
S1-997619659	S2-768624780
S1-379984599	S2-407571857
S1-47463707	S2-64178621
S1-280067683	S2-267785780
S1-621059764	S2-397137911
S1-880346781	S2-352743912
S1-767449554	S2-264530382
S1-850434846	S2-127502428
S1-439996795	S2-163172573
S1-250317440	S2-109924996
S1-521789395	S2-780318785
S1-838512805	S2-302338048
S1-830195415	S2-403287722
S1-271805052	S2-403486806
S1-211719187	S2-525513248
S1-71599525	S2-737223135
S1-833885947	S2-754978810
S1-824420728	S2-351854857
S1-103500338	S2-468220587
S1-881149331	S2-282321633
S1-485802586	S2-599424877
S1-944333290	S2-803730674
S1-547406701	S2-93354670
S1-401704919	S2-294037767
S1-932575519	S2-130718483
S1-626731320	S2-889923744
S1-361859682	S2-390374064
S1-495782283	S2-944029388
S1-422635252	S2-463126539
S1-966063691	S2-281675230
S1-532149613	S2-880199081
S1-151130892	S2-686740177
S1-616632221	S2-643065646
S1-911484581	S2-148427563
S1-929863634	S2-722070544
S1-99936386	S2-369416169
S1-453270677	S2-259113868
S1-203575449	S2-461242187
S1-277804264	S2-652020604
S1-205139354	S2-547434863
S1-923055524	S2-146432688
S1-772275846	S2-510936406
S1-130988039	S2-856142585
S1-901510566	S2-3626108
S1-28505260	S2-91354069
S1-702052200	S2-101185946
S1-22284401	S2-306398343
S1-22805541	S2-887910617
S1-857000977	S2-537452505
S1-917192052	S2-261278137
S1-673096539	S2-726188137
S1-177037208	S2-727457582
S1-321712086	S2-342093400
S1-722233557	S2-364008435
S1-974635450	S2-897799342
S1-510665759	S2-202490305
S1-789413023	S2-68518202
S1-290078350	S2-401091353
S1-92619240	S2-135395341
S1-957537474	S2-884121593
S1-748956622	S2-753637364
S1-899367002	S2-443732879
S1-108680851	S2-171032502
S1-776793175	S2-191467813
S1-664882902	S2-683639952
S1-963877558	S2-602620803
S1-995631326	S2-71518023
S1-965655636	S2-634227211
S1-914847559	S2-946207934
S1-703598396	S2-907755069
S1-622729027	S2-683609130
S1-749113381	S2-868924854
S1-231749071	S2-843649721
S1-64237489	S2-41751556
S1-83647365	S2-131130319
S1-851765041	S2-575091627
S1-320976577	S2-848422070
S1-464769409	S2-178110282
S1-807623022	S2-627370487
S1-500122759	S2-481305019
S1-133553694	S2-586942807
S1-399000262	S2-845413530
S1-42771987	S2-237990914
S1-166368371	S2-318194771
S1-786119614	S2-141920871
S1-656600298	S2-360115431
S1-968896948	S2-906997972
S1-109328664	S2-881486175
S1-384469192	S2-289005360
S1-955412191	S2-317626480
S1-918306629	S2-213122041
S1-861049235	S2-352969623
S1-157855786	S2-171149170
S1-436384947	S2-645909779
S1-674830961	S2-974071685
S1-424541331	S2-144067258
S1-623720633	S2-294715503
S1-703878399	S2-563188209
S1-48583365	S2-595354995
S1-320107541	S2-130685238
S1-735476620	S2-518256068
S1-477582710	S2-345988445
S1-540578764	S2-587933669
S1-534264022	S2-616256755
S1-432078215	S2-422132732
S1-240353633	S2-981124848
S1-204959216	S2-966031000
S1-27221246	S2-614209826
S1-155443921	S2-289288776
S1-465957824	S2-665410344
S1-803662675	S2-171347376
S1-473823380	S2-326401987
S1-340339712	S2-686790003
S1-740277705	S2-439545297
S1-412690850	S2-300234187
S1-448583772	S2-24445711
S1-39506941	S2-165967413
S1-627943346	S2-884911978
S1-121884203	S2-575272644
S1-957121176	S2-720516477
S1-963533534	S2-743279827
S1-501217484	S2-481137818
S1-752470374	S2-602938345
S1-566562049	S2-577257256
S1-582160503	S2-690719762
S1-618160252	S2-644694045
S1-502960630	S2-43853360
S1-606431731	S2-321259183
S1-628925428	S2-54631548
S1-839458030	S2-676943656
S1-737665153	S2-551858905
S1-801138439	S2-779811210
S1-236304588	S2-535086602
S1-335809618	S2-597229708
S1-329012553	S2-885830694
S1-89732591	S2-239345923
S1-554013168	S2-277642292
S1-908231011	S2-457532126
S1-10274734	S2-203002219
S1-191211770	S2-478586037
S1-593423901	S2-9222064
S1-766663561	S2-48370429
S1-541897531	S2-826030227
S1-978629030	S2-251537919
S1-434783155	S2-751974129
S1-297678726	S2-541887143
S1-445601289	S2-922714032
S1-400573210	S2-378738777
S1-751391231	S2-745309995
S1-574342858	S2-456739489
S1-245132632	S2-860508604
S1-99275311	S2-103134309
S1-688032065	S2-212542907
S1-992647859	S2-351383363
S1-734086995	S2-437402175
S1-363242003	S2-905194513
S1-462907815	S2-739349679
S1-525799850	S2-470168381
S1-892283256	S2-22617752
S1-256607313	S2-207137709
S1-177413778	S2-468290187
S1-974672901	S2-865710646
S1-212085060	S2-510010268
S1-281117353	S2-741750874
S1-235925720	S2-636231254
S1-200936555	S2-660601981
S1-218928332	S2-589438379
S1-869324705	S2-740077464
S1-878042723	S2-30430757
S1-450012740	S2-97237249
S1-562883878	S2-72439519
S1-230328606	S2-788078405
S1-305856022	S2-311492008
S1-687945635	S2-103153551
S1-870865160	S2-862860808
S1-366532416	S2-183889608
S1-917086316	S2-647643327
S1-125334657	S2-335028131
S1-892070797	S2-819207849
S1-71715794	S2-652499728
S1-278445094	S2-689223137
S1-19476777	S2-691538433
S1-401269002	S2-637050314
S1-400856367	S2-923593860
S1-996200580	S2-40601173
S1-167776546	S2-170201567
S1-496446764	S2-841174995
S1-848552449	S2-629236596
S1-121139134	S2-920131202
S1-629263716	S2-695933059
S1-218681773	S2-203714149
S1-737372746	S2-537932180
S1-849044708	S2-87937469
S1-622604604	S2-393555673
S1-553151094	S2-318337861
S1-542952408	S2-76571134
S1-386797632	S2-766710902
S1-454575737	S2-718201367
S1-684063057	S2-308097964
S1-80152917	S2-966008033
S1-50838418	S2-152072273
S1-222393100	S2-190689653
S1-758647069	S2-724710775
S1-847014241	S2-605057434
S1-809703770	S2-441709317
S1-402074458	S2-247852169
S1-847823967	S2-211975096
S1-370242333	S2-81748017
S1-34238202	S2-326489254
S1-637399400	S2-431435374
S1-653206091	S2-996021258
S1-15082683	S2-886880727
S1-652839557	S2-142810209
S1-976508576	S2-393775084
S1-867362999	S2-719233998
S1-670578830	S2-499789400
S1-290999389	S2-172651545
S1-828080145	S2-297447137
S1-659061133	S2-824289840
S1-994042135	S2-499323120
S1-233864837	S2-974442804
S1-616632221	S2-903203753
S1-421620866	S2-674107258
S1-891344553	S2-435485946
S1-193975215	S2-487966225
S1-751111750	S2-490723642
S1-882667163	S2-713657075
S1-285474627	S2-191629536
S1-279201358	S2-975994663
S1-430157503	S2-400309687
S1-187559066	S2-222222666
S1-808229020	S2-743731347
S1-317764984	S2-717916905
S1-784295877	S2-12170922
S1-917550904	S2-954728792
S1-103596563	S2-406884143
S1-522826211	S2-131437487
S1-591697663	S2-369459430
S1-254783046	S2-898014285
S1-364318566	S2-914558599
S1-74384287	S2-160174983
S1-118056788	S2-779494336
S1-414232933	S2-429010247
S1-891674321	S2-31019157
S1-106311881	S2-717559708
S1-785586599	S2-535834694
S1-161347091	S2-891596531
S1-117283796	S2-950406781
S1-11149867	S2-271890946
S1-70846155	S2-877197173
S1-979244589	S2-237730865
S1-505122452	S2-482756039
S1-291830290	S2-387663120
S1-152995579	S2-930136862
S1-870749905	S2-852715385
S1-981117178	S2-960271810
S1-672078135	S2-145574181
S1-830623043	S2-674786529
S1-510273573	S2-57328168
S1-129324186	S2-719459923
S1-371577744	S2-498685695
S1-179672780	S2-459266442
S1-239296169	S2-176415569
S1-267001778	S2-339250902
S1-144012622	S2-886402197
S1-560072248	S2-165141622
S1-315514551	S2-278904070
S1-922032744	S2-599080606
S1-561391944	S2-823703229
S1-865238448	S2-883963336
S1-38239604	S2-815041035
S1-771577036	S2-685096589
S1-808309595	S2-220733674
S1-985062488	S2-884398560
S1-537721392	S2-908423168
S1-657713840	S2-904054707
S1-321055523	S2-411185690
S1-789232970	S2-921977519
S1-740182175	S2-15263975
S1-931014364	S2-856556922
S1-726552986	S2-363763420
S1-549649058	S2-855714694
S1-136777404	S2-545070237
S1-859035840	S2-570849045
S1-816228125	S2-63290811
S1-857782064	S2-609041450
S1-749871570	S2-940327150
S1-206771978	S2-59873709
S1-205088435	S2-396188884
S1-133129662	S2-914865410
S1-77188770	S2-255547566
S1-337433828	S2-839663522
S1-663600248	S2-28230947
S1-742875365	S2-562088353
S1-284058087	S2-946184787
S1-444723154	S2-674202390
S1-499917197	S2-391183559
S1-284064338	S2-632892267
S1-273037282	S2-229740059
S1-124170619	S2-793312343
S1-495706216	S2-954267969
S1-279488094	S2-793262176
S1-874818363	S2-349141643
S1-733540704	S2-583481279
S1-671610494	S2-437952583
S1-101600459	S2-640299814
S1-104153529	S2-236887149
S1-721371202	S2-330373028
S1-505052281	S2-477181793
S1-492404051	S2-477528353
S1-405500116	S2-773476414
S1-785947561	S2-462479238
S1-262353263	S2-847304005
S1-985907686	S2-781014772
S1-74476288	S2-71823465
S1-423140100	S2-643877008
S1-55234694	S2-486238709
S1-552326944	S2-164989145
S1-288666242	S2-57991214
S1-221859637	S2-590769069
S1-22273997	S2-628285869
S1-313185792	S2-564403092
S1-98887685	S2-497295810
S1-985767693	S2-188932816
S1-394463221	S2-838290187
S1-490550710	S2-379929368
S1-831461376	S2-255713723
S1-786422330	S2-273018349
S1-405989480	S2-734223332
S1-935234782	S2-607200154
S1-779688768	S2-33942997
S1-675516168	S2-496412694
S1-755049609	S2-19963089
S1-294247703	S2-988215417
S1-734252111	S2-292699438
S1-308818292	S2-664169245
S1-195130391	S2-782702498
S1-196500584	S2-402928865
S1-756416697	S2-265428102
S1-811634976	S2-607355078
S1-411980754	S2-253700260
S1-574679432	S2-115594880
S1-164121018	S2-857353058
S1-317338170	S2-294998095
S1-930922363	S2-859932698
S1-371733367	S2-782356352
S1-161647493	S2-413674967
S1-17997279	S2-817025522
S1-126787436	S2-187031132
S1-855624225	S2-964260936
S1-457320604	S2-550610397
S1-311729411	S2-664528993
S1-760745873	S2-189394238
S1-16037571	S2-386492986
S1-933171148	S2-833966142
S1-813994094	S2-990232750
S1-970469459	S2-581267645
S1-190458736	S2-845785149
S1-467736405	S2-849340300
S1-529723049	S2-381150341
S1-518535475	S2-863804738
S1-580056541	S2-779206168
S1-8548652	S2-144002770
S1-261243609	S2-730543867
S1-967610220	S2-513871716
S1-345217898	S2-116777668
S1-225586280	S2-677166800
S1-354371958	S2-968661047
S1-971689594	S2-531809680
S1-300030216	S2-910448295
S1-555450157	S2-674386839
S1-624802797	S2-396320077
S1-331171545	S2-202462492
S1-911479875	S2-997487934
S1-830188379	S2-33370674
S1-591601241	S2-671333742
S1-627326202	S2-909540689
S1-306339089	S2-557475648
S1-931825490	S2-996150247
S1-287147255	S2-679476039
S1-755323540	S2-175537905
S1-821174587	S2-474950432
S1-997891509	S2-204816383
S1-231169533	S2-438218600
S1-591410262	S2-268565980
S1-55199973	S2-514599883
S1-857351601	S2-613681130
S1-261093391	S2-290132321
S1-101700216	S2-805380938
S1-21299513	S2-991044943
S1-337542758	S2-68017767
S1-79160585	S2-671842089
S1-9944862	S2-617020623
S1-724796513	S2-716822669
S1-667424096	S2-293493830
S1-930560647	S2-939728182
S1-543969334	S2-863969368
S1-922883177	S2-42666071
S1-917343610	S2-280652487
S1-331907483	S2-245138629
S1-335160847	S2-171538495
S1-287250149	S2-326724815
S1-700816143	S2-977699457
S1-257986568	S2-399410190
S1-338100161	S2-618443862
S1-772625034	S2-371091442
S1-255824486	S2-710608207
S1-752685037	S2-75944241
S1-83393542	S2-376615953
S1-125478599	S2-515904659
S1-489578347	S2-189643829
S1-650102380	S2-325406364
S1-536040582	S2-988674879
S1-438435592	S2-523238474
S1-294862120	S2-263840200
S1-882054001	S2-47051515
S1-659283518	S2-379928674
S1-924003869	S2-870871454
S1-387401850	S2-59411674
S1-897792715	S2-831863390
S1-315617587	S2-213993051
S1-328732301	S2-649270351
S1-303293838	S2-340930598
S1-583287841	S2-293857712
S1-229651535	S2-639573854
S1-351646049	S2-882213698
S1-496827130	S2-177478069
S1-349803359	S2-683518858
S1-840112752	S2-456149770
S1-333970232	S2-896474908
S1-98908426	S2-790194721
S1-640135412	S2-894783767
S1-629569378	S2-829633277
S1-687548901	S2-245981663
S1-775264911	S2-286452962
S1-344449473	S2-772064230
S1-62206089	S2-29255182
S1-99119668	S2-731897331
S1-609689193	S2-183038981
S1-422744817	S2-772097061
S1-309993443	S2-244105634
S1-353964589	S2-583732114
S1-550073079	S2-660629285
S1-264398852	S2-663002779
S1-526352837	S2-530148203
S1-206949424	S2-105715006
S1-595756868	S2-208861786
S1-67533729	S2-88756162
S1-890839367	S2-680132061
S1-550449062	S2-133944861
S1-604568630	S2-708450483
S1-950415097	S2-551171260
S1-93434225	S2-627026388
S1-938620582	S2-883502225
S1-235534153	S2-399261087
S1-776455223	S2-456921001
S1-408748726	S2-376566262
S1-29050162	S2-146881752
S1-814946202	S2-766794024
S1-597345538	S2-222568892
S1-687960736	S2-457389340
S1-715726363	S2-447607016
S1-329491660	S2-264323723
S1-581962824	S2-497955589
S1-310344429	S2-737815222
S1-960434684	S2-226759508
S1-827206413	S2-379619108
S1-210076182	S2-775070125
S1-772741028	S2-750614971
S1-484404549	S2-910017482
S1-155249347	S2-97866050
S1-262808221	S2-9326581
S1-280296471	S2-607643295
S1-510234700	S2-788282858
S1-628079377	S2-603539949
S1-687780354	S2-498772228
S1-105574178	S2-447004542
S1-194348059	S2-476816562
S1-246031930	S2-290521393
S1-605815748	S2-403255899
S1-333818470	S2-472941372
S1-855926631	S2-643682818
S1-867678606	S2-873355479
S1-124470606	S2-232989552
S1-789898804	S2-121385896
S1-792070300	S2-53266179
S1-112141583	S2-607970268
S1-429461482	S2-749139054
S1-658176496	S2-143098472
S1-622977328	S2-110914230
S1-489522140	S2-549079462
S1-451295305	S2-625894545
S1-806113281	S2-759805518
S1-50056400	S2-457475897
S1-617166153	S2-946281053
S1-208417664	S2-243899308
S1-83200082	S2-432153351
S1-635778118	S2-167308160
S1-300949524	S2-442125003
S1-414185154	S2-226750912
S1-259165398	S2-90085816
S1-797774775	S2-960856131
S1-215245588	S2-626716676
S1-257211819	S2-540265865
S1-431914513	S2-835398066
S1-988664896	S2-948778018
S1-880441294	S2-735552954
S1-657915588	S2-155086617
S1-336355687	S2-906162971
S1-840452266	S2-357767529
S1-552147357	S2-177267340
S1-182915278	S2-447146990
S1-27775450	S2-990968053
S1-466348572	S2-22505327
S1-818645050	S2-95626622
S1-675989704	S2-315806891
S1-830667222	S2-489671822
S1-251054597	S2-272829618
S1-411691394	S2-343569087
S1-833391855	S2-483047461
S1-990188271	S2-263885075
S1-6966104	S2-422304851
S1-40009754	S2-739047287
S1-450724330	S2-845979265
S1-912419479	S2-65815149
S1-297343380	S2-215582645
S1-683634997	S2-330619495
S1-832298865	S2-624781496
S1-712828007	S2-445256618
S1-203431353	S2-788297456
S1-260017383	S2-72500796
S1-611928801	S2-299260984
S1-690113572	S2-120753701
S1-640352727	S2-132747694
S1-654642828	S2-507978987
S1-419782573	S2-728895984
S1-463022283	S2-374215513
S1-512133534	S2-306755128
S1-199204463	S2-616773310
S1-964789152	S2-971773433
S1-818344165	S2-791748322
S1-503827358	S2-679550187
S1-504089548	S2-348150302
S1-760186451	S2-883930566
S1-455626180	S2-580974454
S1-142567471	S2-584581242
S1-604703964	S2-496281226
S1-170833797	S2-688291284
S1-389895556	S2-921010600
S1-221682748	S2-68901018
S1-245573261	S2-755187952
S1-461840150	S2-750151555
S1-737222529	S2-842322263
S1-593233475	S2-901598426
S1-777621470	S2-968575070
S1-142880961	S2-451643209
S1-940914143	S2-783520776
S1-700050794	S2-862909212
S1-956797870	S2-181778267
S1-183457448	S2-561624706
S1-618412668	S2-450193770
S1-548263942	S2-586215427
S1-404220926	S2-697397121
S1-88346631	S2-351890985
S1-241492981	S2-277329636
S1-863444228	S2-940149721
S1-506464942	S2-658433016
S1-897056427	S2-340592194
S1-557745160	S2-915036282
S1-552807040	S2-248555997
S1-33531012	S2-469700306
S1-766481069	S2-235768545
S1-568394420	S2-508926258
S1-888667285	S2-582163546
S1-766915948	S2-418359436
S1-833682708	S2-370724392
S1-508766681	S2-800339479
S1-556201858	S2-604859506
S1-458126079	S2-686294881
S1-934315566	S2-208250460
S1-320409770	S2-531653625
S1-922808856	S2-848529241
S1-780813289	S2-673612622
S1-130785829	S2-351139217
S1-41889781	S2-787102676
S1-274337454	S2-131798549
S1-137690221	S2-198729027
S1-472349457	S2-671688101
S1-24015329	S2-797503713
S1-531062591	S2-77851532
S1-991479968	S2-439760508
S1-735379127	S2-990288343
S1-893743592	S2-262200327
S1-163144077	S2-879913611
S1-299058744	S2-818248500
S1-715076402	S2-59636506
S1-56497968	S2-96832032
S1-204194734	S2-556010071
S1-664911536	S2-579918185
S1-159474993	S2-712101371
S1-473718422	S2-223976814
S1-607056157	S2-858869720
S1-534439460	S2-773891357
S1-354911249	S2-632189883
S1-846046544	S2-160154277
S1-749418730	S2-296434653
S1-655796423	S2-460126716
S1-998081561	S2-461659184
S1-67052846	S2-911141124
S1-64703586	S2-235615770
S1-905066229	S2-482314562
S1-226454120	S2-671548211
S1-970426120	S2-216078010
S1-586792881	S2-790939224
S1-657072345	S2-534847456
S1-618170471	S2-931954779
S1-114760044	S2-927940603
S1-358674852	S2-876202775
S1-739771712	S2-568477685
S1-325755859	S2-627591925
S1-646072655	S2-3661786
S1-940719003	S2-34738411
S1-227612106	S2-677911198
S1-380826886	S2-795810729
S1-16037571	S2-531228944
S1-471975723	S2-795346552
S1-481728398	S2-536771297
S1-145061440	S2-560443780
S1-401594289	S2-93577070
S1-840588258	S2-728869733
S1-672772463	S2-444991206
S1-651021824	S2-311404223
S1-947374296	S2-953000041
S1-571073154	S2-363459264
S1-134036872	S2-218962740
S1-107646109	S2-696100821
S1-709874112	S2-423273908
S1-778547645	S2-252109005
S1-951038719	S2-767564769
S1-292156081	S2-421473305
S1-942877562	S2-577523293
S1-752703406	S2-327949842
S1-906792191	S2-910261452
S1-343971043	S2-449333521
S1-803549961	S2-62364976
S1-241925610	S2-152757771
S1-20153270	S2-644748554
S1-172203097	S2-972217224
S1-238319738	S2-531536762
S1-963823512	S2-752875804
S1-240897582	S2-444541297
S1-152175296	S2-113252808
S1-390697167	S2-121076912
S1-35787320	S2-543926940
S1-573359977	S2-141207309
S1-477470066	S2-708156339
S1-13796436	S2-153961261
S1-29759320	S2-808488102
S1-953724317	S2-186288295
S1-465341382	S2-900967117
S1-844611522	S2-944364232
S1-201842202	S2-206808224
S1-891663573	S2-739417942
S1-591617352	S2-748173515
S1-542754233	S2-832952990
S1-812997530	S2-239502506
S1-624312488	S2-842811869
S1-788251245	S2-43620107
S1-72042701	S2-404260586
S1-336599294	S2-610262372
S1-184247304	S2-68179663
S1-119782747	S2-921041561
S1-866177577	S2-634827685
S1-89062327	S2-176077257
S1-189870667	S2-208042074
S1-38755785	S2-796035213
S1-450724330	S2-326465151
S1-520315439	S2-386148391
S1-162384818	S2-283744453
S1-425991213	S2-996577556
S1-964231768	S2-627012235
S1-918483928	S2-599496236
S1-320657910	S2-580140712
S1-777746638	S2-140401448
S1-938434704	S2-54905112
S1-949542337	S2-85432323
S1-451363561	S2-660153654
S1-69070096	S2-97659065
S1-812742319	S2-171964628
S1-219274228	S2-209544223
S1-547606639	S2-41328338
S1-384643808	S2-602660445
S1-181534701	S2-200575422
S1-138347693	S2-115716333
S1-450536545	S2-187229216
S1-46738518	S2-752510772
S1-381874670	S2-336023392
S1-61017156	S2-190699464
S1-469728997	S2-482614505
S1-932743133	S2-566852952
S1-171580497	S2-442644125
S1-5841304	S2-51059183
S1-597722592	S2-681107550
S1-120242122	S2-416763949
S1-192159974	S2-893929899
S1-815617841	S2-80824391
S1-989368805	S2-56512245
S1-8475515	S2-714266055
S1-5034858	S2-809415326
S1-167464369	S2-580658998
S1-365700091	S2-906847973
S1-320730577	S2-756211742
S1-600940703	S2-986239721
S1-502527113	S2-982708523
S1-540871926	S2-138183739
S1-133725060	S2-199793533
S1-384335418	S2-861891131
S1-606937681	S2-276207929
S1-833629643	S2-881317203
S1-509834542	S2-164236764
S1-45437047	S2-588984505
S1-240149673	S2-778703962
S1-276120546	S2-962751299
S1-734612805	S2-717770200
S1-218045888	S2-593324837
S1-923967636	S2-164028403
S1-585675342	S2-170937055
S1-732499340	S2-221245944
S1-980587479	S2-453042576
S1-119657830	S2-284207238
S1-623267218	S2-748260487
S1-663802809	S2-749335346
S1-918371970	S2-366291668
S1-749527567	S2-938608502
S1-654578375	S2-375451845
S1-915490805	S2-570954099
S1-866805614	S2-872587416
S1-985028212	S2-480828050
S1-773497207	S2-47604904
S1-452861849	S2-803441475
S1-537978910	S2-602715426
S1-711595316	S2-856189853
S1-761981503	S2-984923161
S1-184447452	S2-60683734
S1-700537878	S2-300501394
S1-824160158	S2-579217319
S1-249254822	S2-563541345
S1-965723986	S2-230277059
S1-704130386	S2-828225415
S1-58194234	S2-259067195
S1-348584211	S2-896243405
S1-764280767	S2-799493847
S1-76076856	S2-900191877
S1-175405013	S2-308577734
S1-26661092	S2-713420443
S1-232595839	S2-667387059
S1-689237301	S2-467443434
S1-886001883	S2-535673278
S1-550038331	S2-376314416
S1-655270612	S2-901330826
S1-759583664	S2-726721046
S1-34283770	S2-167382424
S1-320569141	S2-961352222
S1-683475320	S2-91121222
S1-91415221	S2-819599392
S1-231169533	S2-149397432
S1-279949491	S2-704668091
S1-682049030	S2-707242932
S1-799644954	S2-943615250
S1-839271699	S2-467092956
S1-76788295	S2-331048697
S1-211352436	S2-859851245
S1-741298432	S2-129194441
S1-113687096	S2-805440164
S1-672834079	S2-454081602
S1-587009597	S2-124312293
S1-883938354	S2-943870639
S1-392901767	S2-132101238
S1-325900088	S2-41553470
S1-122696735	S2-810641012
S1-696878714	S2-210804492
S1-757303142	S2-453775791
S1-409474380	S2-560025753
S1-884970857	S2-156906486
